,Unnamed: 0.1,Unnamed: 0,chunk,질의응답,vector,vector2
,,,"제11조(수당) 이사회에 참석한 이사에게는 이사장이 예산의 범위 내에서 수당을 지급할 수 있다.

제12조(간사 및 서기) ① 이사회에 간사 1인과 서기 1인을 둔다.
  ② 간사 및 서기는 진흥재단 직원 중에서 이사장이 지명한다. (

제13조(의사록) ① 이사회의 의사록 작성은 정관 제27조를 준용한다. (
  ② 소위원회의 의사록은 위원장 및 출석위원 2인 이상의 기명날인을 받아 보존하여야 하며, 그 사본을 각 소위원회 위원과 감사에게 배부하고 차기이사회 및 소위원회에 보고하여야 한다.

제14조(근로자 참관제) ① 노사협의회가 근로자위원 중에서 추천한 대표(이하 “참관인”이라 한다) 1인은 이사회에 참관할 수 있다.
  ② 제1항에 따라 추천받은 참관인은 안건의 심의·의결에 참여할 수 없다. 다만, 필요 시 이사장의 동의를 얻어 의견을 진술할 수 있다.
  ③ 참관인은 상법 제382조의4에 준하는 비밀유지의 의무를 지닌다.","3) 노사협의회가 추천한 참관인이 이사회에 참여할 수 있는 규정은 어떤 조에 있고, 그들의 역할과 제한 사항은 무엇인가요?",,
28,28,,"임원추천위원회규정



제1조(목적) 이 규정은 정관 제20조에 근거하여 연구개발특구진흥재단(이하 “진흥재단”라 한다)의 이사장 및 감사를 선임하기 위한 임원추천위원회(이하 “추천위원회”라 한다)의 구성 및 운영에 관한 사항을 규정함을 목적으로 한다.
   (

제2조(추천위원회 구성 및 운영) ① 임원의 임기만료 및 그 밖의 사유로 인하여 새로이 선임할 필요가 있을 경우에는 추천위원회를 설치하여야 한다. (
  ② 추천위원회 위원 정수는 5명에서 15명 이내의 범위에서 이사회 의결로 정한다. 다만, 위원회 구성 당시 비상임이사가 2명 이하인 경우에는 위원 정수를 2명 또는 3명으로 할 수 있다. (  ③ 이사회가 선임하는 위원의 정수는 추천위원회 위원 정수의 2분의 1 미만과 3분의 1 이상으로 한다. 다만, 추천위원회 구성 당시 비상임이사가 1명인 경우에는 이사회가 선임하는 위원의 정수를 2분의 1로 할 수 있다. (
  ④ 추천위원회는 심사기준 등에 따라 임원후보자를 심사하여 복수로 이사회에 추천한다. (
  ⑤ 추천위원회는 이사회로부터 독립적으로 운영한다. (
  ⑥ 추천위원회의 위원장은 추천위원회 위원인 진흥재단 비상임이사 중에서 추천위원회 위원의 호선으로 선출한다. (
  ⑦ 위원장은 추천위원회를 대표하며 추천위원회의 직무를 통할한다.  (
  ⑧ 위원이 이사장후보자로 응모한 경우에는 위원의 자격을 상실한다. (
  ⑨ 추천위원회는 임원추천이 필요할 때마다 새로 구성함을 원칙으로 하나, 임원 직위 결원이 여러 명이고 그 결원발생 예정시기가 최초 결원발생 예정일로부터 3월 이내에 집중되는 경우에는 동일한 위원으로 임원추천위원회를 구성하여 운영할 수 있다. ","1. 임원추천위원회의 목적은 무엇인가요?

",,
,,,"임원추천위원회규정



제1조(목적) 이 규정은 정관 제20조에 근거하여 연구개발특구진흥재단(이하 “진흥재단”라 한다)의 이사장 및 감사를 선임하기 위한 임원추천위원회(이하 “추천위원회”라 한다)의 구성 및 운영에 관한 사항을 규정함을 목적으로 한다.
   (

제2조(추천위원회 구성 및 운영) ① 임원의 임기만료 및 그 밖의 사유로 인하여 새로이 선임할 필요가 있을 경우에는 추천위원회를 설치하여야 한다. (
  ② 추천위원회 위원 정수는 5명에서 15명 이내의 범위에서 이사회 의결로 정한다. 다만, 위원회 구성 당시 비상임이사가 2명 이하인 경우에는 위원 정수를 2명 또는 3명으로 할 수 있다. (  ③ 이사회가 선임하는 위원의 정수는 추천위원회 위원 정수의 2분의 1 미만과 3분의 1 이상으로 한다. 다만, 추천위원회 구성 당시 비상임이사가 1명인 경우에는 이사회가 선임하는 위원의 정수를 2분의 1로 할 수 있다. (
  ④ 추천위원회는 심사기준 등에 따라 임원후보자를 심사하여 복수로 이사회에 추천한다. (
  ⑤ 추천위원회는 이사회로부터 독립적으로 운영한다. (
  ⑥ 추천위원회의 위원장은 추천위원회 위원인 진흥재단 비상임이사 중에서 추천위원회 위원의 호선으로 선출한다. (
  ⑦ 위원장은 추천위원회를 대표하며 추천위원회의 직무를 통할한다.  (
  ⑧ 위원이 이사장후보자로 응모한 경우에는 위원의 자격을 상실한다. (
  ⑨ 추천위원회는 임원추천이 필요할 때마다 새로 구성함을 원칙으로 하나, 임원 직위 결원이 여러 명이고 그 결원발생 예정시기가 최초 결원발생 예정일로부터 3월 이내에 집중되는 경우에는 동일한 위원으로 임원추천위원회를 구성하여 운영할 수 있다. ",2. 임원추천위원회의 구성원 수는 어떻게 결정되나요?,,
,,,"임원추천위원회규정



제1조(목적) 이 규정은 정관 제20조에 근거하여 연구개발특구진흥재단(이하 “진흥재단”라 한다)의 이사장 및 감사를 선임하기 위한 임원추천위원회(이하 “추천위원회”라 한다)의 구성 및 운영에 관한 사항을 규정함을 목적으로 한다.
   (

제2조(추천위원회 구성 및 운영) ① 임원의 임기만료 및 그 밖의 사유로 인하여 새로이 선임할 필요가 있을 경우에는 추천위원회를 설치하여야 한다. (
  ② 추천위원회 위원 정수는 5명에서 15명 이내의 범위에서 이사회 의결로 정한다. 다만, 위원회 구성 당시 비상임이사가 2명 이하인 경우에는 위원 정수를 2명 또는 3명으로 할 수 있다. (  ③ 이사회가 선임하는 위원의 정수는 추천위원회 위원 정수의 2분의 1 미만과 3분의 1 이상으로 한다. 다만, 추천위원회 구성 당시 비상임이사가 1명인 경우에는 이사회가 선임하는 위원의 정수를 2분의 1로 할 수 있다. (
  ④ 추천위원회는 심사기준 등에 따라 임원후보자를 심사하여 복수로 이사회에 추천한다. (
  ⑤ 추천위원회는 이사회로부터 독립적으로 운영한다. (
  ⑥ 추천위원회의 위원장은 추천위원회 위원인 진흥재단 비상임이사 중에서 추천위원회 위원의 호선으로 선출한다. (
  ⑦ 위원장은 추천위원회를 대표하며 추천위원회의 직무를 통할한다.  (
  ⑧ 위원이 이사장후보자로 응모한 경우에는 위원의 자격을 상실한다. (
  ⑨ 추천위원회는 임원추천이 필요할 때마다 새로 구성함을 원칙으로 하나, 임원 직위 결원이 여러 명이고 그 결원발생 예정시기가 최초 결원발생 예정일로부터 3월 이내에 집중되는 경우에는 동일한 위원으로 임원추천위원회를 구성하여 운영할 수 있다. ",3. 임원추천위원회의 위원장은 어떻게 선출되나요?,,
29,29,,"제2조의2(추천위원회 위원) ① 추천위원회 위원은 진흥재단의 특성을 반영하되, 성별․지역별로 균형있게 구성되도록 하여야 하고, 남성 또는 여성 위원의 비율이 위원 정수의 80%를 넘지 않도록 하여야 한다.
  ② 진흥재단 임직원과 공무원은 임원추천위원회의 위원이 될 수 없다. 다만, 「공공기관의 운영에 관한 법률」 제29조제3항에 따라 진흥재단 비상임이사, 「교육공무원법」에 따른 교원과 과학기술정보통신부 소속 공무원은 그러하지 아니하다.
  ③ 이사회는 추천위원회 위원 선정에 활용할 수 있도록 후보자 인력풀을 확보하기 위해 노력하여야하며, 이를 위해 전문기관, 관련학계·단체, 비상임이사의 추천과 인사혁신처 국가인재DB 등을 활용할 수 있다. 제3조(추천위원회의 임무) ① 위원은 임원후보자의 심사․추천에 있어서 공정성을 유지하여야 한다. (
  ② 위원은 임원후보자 심사․추천과정에서 알게 된 일체의 사항에 대하여 비밀을 유지하여야 한다. (
  ③ 위원회는 다음 각 호의 임무를 수행한다. (
   1. 임원후보자 모집
   2. 임원후보자 심사 및 추천 
   3. 기타 위원회 운영에 필요한 사항 심의·의결","1. 추천위원회 위원의 구성은 어떤 특성을 반영하고 어떤 비율을 유지해야 하는가?

",,
,,,"제2조의2(추천위원회 위원) ① 추천위원회 위원은 진흥재단의 특성을 반영하되, 성별․지역별로 균형있게 구성되도록 하여야 하고, 남성 또는 여성 위원의 비율이 위원 정수의 80%를 넘지 않도록 하여야 한다.
  ② 진흥재단 임직원과 공무원은 임원추천위원회의 위원이 될 수 없다. 다만, 「공공기관의 운영에 관한 법률」 제29조제3항에 따라 진흥재단 비상임이사, 「교육공무원법」에 따른 교원과 과학기술정보통신부 소속 공무원은 그러하지 아니하다.
  ③ 이사회는 추천위원회 위원 선정에 활용할 수 있도록 후보자 인력풀을 확보하기 위해 노력하여야하며, 이를 위해 전문기관, 관련학계·단체, 비상임이사의 추천과 인사혁신처 국가인재DB 등을 활용할 수 있다. 제3조(추천위원회의 임무) ① 위원은 임원후보자의 심사․추천에 있어서 공정성을 유지하여야 한다. (
  ② 위원은 임원후보자 심사․추천과정에서 알게 된 일체의 사항에 대하여 비밀을 유지하여야 한다. (
  ③ 위원회는 다음 각 호의 임무를 수행한다. (
   1. 임원후보자 모집
   2. 임원후보자 심사 및 추천 
   3. 기타 위원회 운영에 필요한 사항 심의·의결",2. 진흥재단 임직원과 공무원이 추천위원회의 위원이 될 수 있는 경우는 어떤 경우인가?,,
,,,"제2조의2(추천위원회 위원) ① 추천위원회 위원은 진흥재단의 특성을 반영하되, 성별․지역별로 균형있게 구성되도록 하여야 하고, 남성 또는 여성 위원의 비율이 위원 정수의 80%를 넘지 않도록 하여야 한다.
  ② 진흥재단 임직원과 공무원은 임원추천위원회의 위원이 될 수 없다. 다만, 「공공기관의 운영에 관한 법률」 제29조제3항에 따라 진흥재단 비상임이사, 「교육공무원법」에 따른 교원과 과학기술정보통신부 소속 공무원은 그러하지 아니하다.
  ③ 이사회는 추천위원회 위원 선정에 활용할 수 있도록 후보자 인력풀을 확보하기 위해 노력하여야하며, 이를 위해 전문기관, 관련학계·단체, 비상임이사의 추천과 인사혁신처 국가인재DB 등을 활용할 수 있다. 제3조(추천위원회의 임무) ① 위원은 임원후보자의 심사․추천에 있어서 공정성을 유지하여야 한다. (
  ② 위원은 임원후보자 심사․추천과정에서 알게 된 일체의 사항에 대하여 비밀을 유지하여야 한다. (
  ③ 위원회는 다음 각 호의 임무를 수행한다. (
   1. 임원후보자 모집
   2. 임원후보자 심사 및 추천 
   3. 기타 위원회 운영에 필요한 사항 심의·의결",3. 추천위원회의 주요 임무는 무엇인가?,,
30,30,,"제4조(회의) ① 위원장은 추천위원회의 회의를 소집하며, 그 의장이 된다.
  ② 추천위원회의 회의는 재적위원 3분의 2이상의 출석으로 개회하고, 출석위원 과반수의 찬성으로 의결한다.
  ③ 추천위원회의 회의는 위원장이 필요하다고 인정할 경우 비공개로 할 수 있다.
  ④ 위원회는 필요에 따라 관계전문가, 이해관계인 및 관계 공무원의 의견을 청취할 수 있다.

제5조(간사) ① 추천위원회의 사무를 처리하게 하기 위하여 추천위원회에 간사 1인을 둔다.
  ② 추천위원회의 간사는 진흥재단 소속직원 중에서 위원장이 정한다. (

제6조(회의록 작성 및 보고) ① 간사는 회의결과를 기록한 의사록을 작성하여 위원장에게 보고하여야 한다. (
  ② 간사는 추천위원회의 의사록을 작성한 때에 출석위원 2인 이상의 기명날인을 받아야 한다.
  ③ 추천위원회는 회의록을 작성·보존하고 공개하여야 한다. 다만 「공공기관의 정보공개에 관한 법률」제9조제1항 각 호의 어느 하나에 해당하는 경우에는 공개하지 아니할 수 있다. (","1. 추천위원회의 회의를 소집하고 의장이 되는 사람은 누구인가요?
",,
,,,"제4조(회의) ① 위원장은 추천위원회의 회의를 소집하며, 그 의장이 된다.
  ② 추천위원회의 회의는 재적위원 3분의 2이상의 출석으로 개회하고, 출석위원 과반수의 찬성으로 의결한다.
  ③ 추천위원회의 회의는 위원장이 필요하다고 인정할 경우 비공개로 할 수 있다.
  ④ 위원회는 필요에 따라 관계전문가, 이해관계인 및 관계 공무원의 의견을 청취할 수 있다.

제5조(간사) ① 추천위원회의 사무를 처리하게 하기 위하여 추천위원회에 간사 1인을 둔다.
  ② 추천위원회의 간사는 진흥재단 소속직원 중에서 위원장이 정한다. (

제6조(회의록 작성 및 보고) ① 간사는 회의결과를 기록한 의사록을 작성하여 위원장에게 보고하여야 한다. (
  ② 간사는 추천위원회의 의사록을 작성한 때에 출석위원 2인 이상의 기명날인을 받아야 한다.
  ③ 추천위원회는 회의록을 작성·보존하고 공개하여야 한다. 다만 「공공기관의 정보공개에 관한 법률」제9조제1항 각 호의 어느 하나에 해당하는 경우에는 공개하지 아니할 수 있다. (",2. 추천위원회의 간사는 어떻게 선정되나요?,,
,,,"제4조(회의) ① 위원장은 추천위원회의 회의를 소집하며, 그 의장이 된다.
  ② 추천위원회의 회의는 재적위원 3분의 2이상의 출석으로 개회하고, 출석위원 과반수의 찬성으로 의결한다.
  ③ 추천위원회의 회의는 위원장이 필요하다고 인정할 경우 비공개로 할 수 있다.
  ④ 위원회는 필요에 따라 관계전문가, 이해관계인 및 관계 공무원의 의견을 청취할 수 있다.

제5조(간사) ① 추천위원회의 사무를 처리하게 하기 위하여 추천위원회에 간사 1인을 둔다.
  ② 추천위원회의 간사는 진흥재단 소속직원 중에서 위원장이 정한다. (

제6조(회의록 작성 및 보고) ① 간사는 회의결과를 기록한 의사록을 작성하여 위원장에게 보고하여야 한다. (
  ② 간사는 추천위원회의 의사록을 작성한 때에 출석위원 2인 이상의 기명날인을 받아야 한다.
  ③ 추천위원회는 회의록을 작성·보존하고 공개하여야 한다. 다만 「공공기관의 정보공개에 관한 법률」제9조제1항 각 호의 어느 하나에 해당하는 경우에는 공개하지 아니할 수 있다. (",3. 추천위원회의 회의록 작성 및 보고에 대한 절차는 어떻게 되나요?,,
31,31,,"제7조(임원후보자 모집) ① 임원후보자의 모집 방법은 공개모집, 추천방식, 공개모집․추천방식 병행 중에서 결정하여야 한다. 단, 이사장후보자의 모집에 관해서는 공개모집 또는 공개모집․추천방식 병행의 방법을 적용하여야 한다. (
  ② 임원후보자를 공개모집하는 경우에는 기관 홈페이지 및 주요 일간지 등에 공고하되, 공모기간은 14일 이상으로 한다. 다만, 신속히 선임하기 위하여 과학기술정보통신부장관의 승인을 얻어 공고 기간을 단축할 수 있다. (
  ③ 이사장후보자의 지원자격 및 추천기준은 다음 각 호와 같다.
   1. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   2. 특구와 관련한 미래지향적 비전을 가진 자
   3. 국제적 감각과 폭넓은 국내외 네트워크를 가진 자
   4. 기관의 경영혁신 능력과 전략적 리더십을 갖춘 자
   5. 사회적 덕망과 투철한 윤리의식이 있는 자
   6.「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자(
  ④ 감사후보자의 지원자격 및 추천기준은 다음 각 호와 같다. (
   1. 조직운영 및 경영에 대한 감시 능력을 가진 자
   2. 청렴성과 도덕성 등 건전한 윤리의식을 가진 자 
   3. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   4. 「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자
   5. 「공공기관의 운영에 관한 법률」 제30조에서 정하는 추천기준에 부합하는 자 (

제7조의2(이해관계 임원의 참여제한) 임원추천위원회 구성을 위한 이사회의 심의․의결에 참여한 임원은 해당 시기 진흥재단 임원직위의 공개모집 또는 추천방식에 의한 모집에 참여할 수 없다.","1. 임원후보자의 모집 방법에는 어떤 것들이 있으며, 이사장후보자의 모집 방법은 어떻게 되어야 하는가?

",,
,,,"제7조(임원후보자 모집) ① 임원후보자의 모집 방법은 공개모집, 추천방식, 공개모집․추천방식 병행 중에서 결정하여야 한다. 단, 이사장후보자의 모집에 관해서는 공개모집 또는 공개모집․추천방식 병행의 방법을 적용하여야 한다. (
  ② 임원후보자를 공개모집하는 경우에는 기관 홈페이지 및 주요 일간지 등에 공고하되, 공모기간은 14일 이상으로 한다. 다만, 신속히 선임하기 위하여 과학기술정보통신부장관의 승인을 얻어 공고 기간을 단축할 수 있다. (
  ③ 이사장후보자의 지원자격 및 추천기준은 다음 각 호와 같다.
   1. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   2. 특구와 관련한 미래지향적 비전을 가진 자
   3. 국제적 감각과 폭넓은 국내외 네트워크를 가진 자
   4. 기관의 경영혁신 능력과 전략적 리더십을 갖춘 자
   5. 사회적 덕망과 투철한 윤리의식이 있는 자
   6.「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자(
  ④ 감사후보자의 지원자격 및 추천기준은 다음 각 호와 같다. (
   1. 조직운영 및 경영에 대한 감시 능력을 가진 자
   2. 청렴성과 도덕성 등 건전한 윤리의식을 가진 자 
   3. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   4. 「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자
   5. 「공공기관의 운영에 관한 법률」 제30조에서 정하는 추천기준에 부합하는 자 (

제7조의2(이해관계 임원의 참여제한) 임원추천위원회 구성을 위한 이사회의 심의․의결에 참여한 임원은 해당 시기 진흥재단 임원직위의 공개모집 또는 추천방식에 의한 모집에 참여할 수 없다.",2. 이사장후보자와 감사후보자의 지원자격 및 추천기준은 각각 어떻게 되는가?,,
,,,"제7조(임원후보자 모집) ① 임원후보자의 모집 방법은 공개모집, 추천방식, 공개모집․추천방식 병행 중에서 결정하여야 한다. 단, 이사장후보자의 모집에 관해서는 공개모집 또는 공개모집․추천방식 병행의 방법을 적용하여야 한다. (
  ② 임원후보자를 공개모집하는 경우에는 기관 홈페이지 및 주요 일간지 등에 공고하되, 공모기간은 14일 이상으로 한다. 다만, 신속히 선임하기 위하여 과학기술정보통신부장관의 승인을 얻어 공고 기간을 단축할 수 있다. (
  ③ 이사장후보자의 지원자격 및 추천기준은 다음 각 호와 같다.
   1. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   2. 특구와 관련한 미래지향적 비전을 가진 자
   3. 국제적 감각과 폭넓은 국내외 네트워크를 가진 자
   4. 기관의 경영혁신 능력과 전략적 리더십을 갖춘 자
   5. 사회적 덕망과 투철한 윤리의식이 있는 자
   6.「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자(
  ④ 감사후보자의 지원자격 및 추천기준은 다음 각 호와 같다. (
   1. 조직운영 및 경영에 대한 감시 능력을 가진 자
   2. 청렴성과 도덕성 등 건전한 윤리의식을 가진 자 
   3. 연구개발 및 연구성과의 사업화 관련 전문지식과 식견이 풍부한 자
   4. 「연구개발특구의 육성에 관한 특별법」제53조(임원의 결격사유)에 해당하지 아니한 자
   5. 「공공기관의 운영에 관한 법률」 제30조에서 정하는 추천기준에 부합하는 자 (

제7조의2(이해관계 임원의 참여제한) 임원추천위원회 구성을 위한 이사회의 심의․의결에 참여한 임원은 해당 시기 진흥재단 임원직위의 공개모집 또는 추천방식에 의한 모집에 참여할 수 없다.",3. 임원추천위원회 구성을 위한 이사회의 심의․의결에 참여한 임원이 진흥재단 임원직위의 공개모집 또는 추천방식에 의한 모집에 참여할 수 있는지 여부는?,,
